id,old_dfri,efri,old_cfri,old_totfri,dtum,etum,ctum,total_score_tum,dtram,etram,ctram,total_score_tram,old_total_score,rank_competition,num_fri,competition,year,gender,qualification,age,team,season,cfri,dfri,total_score_fri,clean_team,team_number,total_score,clean_team_with_number,comp_str,total_e_score,total_d_score
1239,6.3,6.95,4.0,17.25,6.5,7.8,2.0,16.3,6.1,7.8,2.0,15.9,49.45,3,,JSM,2018,Women,Final,Junior,Stockholm Top Gymnastics ,HT,2.0,5.73,14.68,Stockholm Top Gymnastics,1,46.88,Stockholm Top Gymnastics1,18JSMFinalJuniorWomen,22.55,18.33
1240,7.1,6.25,4.0,17.35,5.9,7.8,2.0,15.7,5.8,7.75,2.0,15.55,48.6,4,,JSM,2018,Women,Final,Junior,ABGS ,HT,2.0,6.45,14.7,ABGS,1,45.95,ABGS1,18JSMFinalJuniorWomen,21.8,18.15
1243,6.15,7.4,4.0,17.55,4.8,7.7,2.0,14.5,5.6,7.25,2.0,14.85,46.9,7,,JSM,2018,Women,Final,Junior,GK Motus-Salto ,HT,2.0,5.59,14.99,GK Motus Salto ,1,44.34,GK Motus Salto 1,18JSMFinalJuniorWomen,22.35,15.989999999999998
1245,10.4,7.9,4.0,22.3,7.0,6.9,2.0,15.9,7.2,8.0,2.0,17.2,55.4,1,,JSM,2017,Women,Final,Junior,GT Vikingarna ,HT,2.0,8.67,18.57,GT Vikingarna,1,51.67,GT Vikingarna1,17JSMFinalJuniorWomen,22.8,22.87
1246,9.3,7.6,4.0,20.9,6.6,7.75,2.0,16.35,6.8,8.05,2.0,16.85,54.1,2,,JSM,2017,Women,Final,Junior,GK Motus Salto ,HT,2.0,7.75,17.35,GK Motus Salto ,1,50.55,GK Motus Salto 1,17JSMFinalJuniorWomen,23.4,21.15
1247,9.0,7.3,4.0,20.3,6.9,7.55,2.0,16.45,7.4,6.9,2.0,16.3,53.05,3,,JSM,2017,Women,Final,Junior,Brommagymnasterna lag 2 ,HT,2.0,7.5,16.8,Brommagymnasterna,2,49.55,Brommagymnasterna2,17JSMFinalJuniorWomen,21.75,21.8
1249,9.2,7.45,4.0,20.65,6.6,7.1,2.0,15.7,6.5,7.55,2.0,16.05,52.4,4,,JSM,2017,Women,Final,Junior,ABGS lag 1 ,HT,2.0,7.67,17.12,ABGS,1,48.87,ABGS1,17JSMFinalJuniorWomen,22.1,20.77
1253,10.4,7.65,4.0,22.05,7.0,7.8,2.0,16.8,7.2,7.6,2.0,16.8,55.65,1,,JSM,2017,Women,Qualification,Junior,GT Vikingarna ,HT,2.0,8.67,18.32,GT Vikingarna,1,51.92,GT Vikingarna1,17JSMQualificationJuniorWomen,23.05,22.87
1254,10.0,6.8,4.0,20.8,6.9,7.55,2.0,16.45,7.6,6.3,2.0,15.9,53.15,2,,JSM,2017,Women,Qualification,Junior,Brommagymnasterna lag 2 ,HT,2.0,8.33,17.13,Brommagymnasterna,2,49.48,Brommagymnasterna2,17JSMQualificationJuniorWomen,20.65,22.83
1255,8.6,7.95,4.0,20.55,6.6,7.0,2.0,15.6,6.7,7.8,1.9,16.4,52.55,3,,JSM,2017,Women,Qualification,Junior,GK Motus-Salto ,HT,2.0,7.17,17.12,GK Motus Salto ,1,49.12,GK Motus Salto 1,17JSMQualificationJuniorWomen,22.75,20.47
1256,8.5,6.9,4.0,19.4,6.9,7.55,2.0,16.45,7.3,7.2,1.9,16.4,52.25,4,,JSM,2017,Women,Qualification,Junior,Stockholm Top Gymnastics ,HT,2.0,7.08,15.98,Stockholm Top Gymnastics,1,48.83,Stockholm Top Gymnastics1,17JSMQualificationJuniorWomen,21.650000000000002,21.28
1261,7.2,7.25,4.0,18.45,6.1,7.1,2.0,15.2,5.5,7.1,2.0,14.6,48.25,9,,JSM,2017,Women,Qualification,Junior,GF Uppsalaflickorna ,HT,2.0,6.0,15.25,GCF Uppsala ,1,45.05,GCF Uppsala 1,17JSMQualificationJuniorWomen,21.45,17.6
1267,5.4,6.5,4.0,15.9,5.1,7.3,2.0,14.4,4.5,3.9,1.6,10.0,40.3,15,,JSM,2017,Women,Qualification,Junior,Teamgym Örebro lag 2 (Örebro GF-KIF) ,HT,2.0,4.5,13.0,Örebro GF KIF ,2,37.4,Örebro GF KIF 2,17JSMQualificationJuniorWomen,17.7,14.1
1270,8.2,6.85,4.0,19.05,7.7,7.35,2.0,17.05,7.9,7.35,2.0,17.25,53.35,3,,JSM,2017,Men,Final,Junior,Brommagymnasterna ,HT,2.0,6.83,15.68,Brommagymnasterna,1,49.98,Brommagymnasterna1,17JSMFinalJuniorMen,21.549999999999997,22.43
1272,7.6,7.1,4.0,18.7,5.9,7.15,2.0,15.05,6.3,6.55,2.0,14.85,48.6,1,,JSM,2017,Mixed,Final,Junior,Gefle GF Norrlandslaget ,HT,2.0,6.33,15.43,GefleGF,1,45.33,GefleGF1,17JSMFinalJuniorMixed,20.799999999999997,18.53
1278,3.8,6.95,4.0,14.75,5.7,8.15,2.0,15.85,5.6,7.05,1.7,14.35,44.95,1,,USM,2017,Men,Final,Youth,GK Splitt/GK Motus-Salto  SMS ,VT,2.0,3.17,12.12,GK Splitt ,1,42.32,GK Splitt 1,17USMFinalYouthMen,22.15,14.469999999999999
1285,4.6,7.5,4.0,16.1,5.8,7.9,2.0,15.7,5.0,7.7,2.0,14.7,46.5,2,,USM,2017,Women,Final,Youth,GT Vikingarna lag 2 ,VT,2.0,3.83,13.33,GT Vikingarna,2,43.73,GT Vikingarna2,17USMFinalYouthWomen,23.1,14.629999999999999
1286,4.05,7.45,4.0,15.5,5.3,7.95,2.0,15.25,4.5,8.2,2.0,14.7,45.45,3,,USM,2017,Women,Final,Youth,GK Splitt ,VT,2.0,3.38,12.83,GK Splitt ,1,42.78,GK Splitt 1,17USMFinalYouthWomen,23.599999999999998,13.18
1288,4.2,7.65,4.0,15.85,4.8,7.9,2.0,14.7,4.1,7.45,2.0,13.55,44.1,5,,USM,2017,Women,Final,Youth,GK Motus-Salto lag 1 ,VT,2.0,3.5,13.15,GK Motus Salto ,1,41.40000000000001,GK Motus Salto 1,17USMFinalYouthWomen,23.0,12.399999999999999
1296,4.15,7.95,4.0,16.1,4.5,8.05,2.0,14.55,3.9,7.15,2.0,13.05,43.7,5,,USM,2017,Women,Qualification,Youth,GK Motus-Salto lag 1 ,VT,2.0,3.46,13.41,GK Motus Salto ,1,41.01000000000001,GK Motus Salto 1,17USMQualificationYouthWomen,23.150000000000002,11.86
1298,4.4,7.95,4.0,16.35,5.2,7.65,2.0,14.85,3.5,6.3,2.0,11.8,43.0,7,,USM,2017,Women,Qualification,Youth,GT Vikingarna lag 1 ,VT,2.0,3.67,13.62,GT Vikingarna,1,40.27,GT Vikingarna1,17USMQualificationYouthWomen,21.9,12.370000000000001
1299,4.1,7.6,4.0,15.7,5.3,7.4,2.0,14.7,4.5,6.1,2.0,12.6,43.0,8,,USM,2017,Women,Qualification,Youth,GK Splitt ,VT,2.0,3.42,13.02,GK Splitt ,1,40.32,GK Splitt 1,17USMQualificationYouthWomen,21.1,13.219999999999999
1310,3.15,7.45,4.0,14.6,3.8,7.8,2.0,13.6,3.6,6.7,2.0,12.3,40.5,19,,USM,2017,Women,Qualification,Youth,GK Motus-Salto lag 2 ,VT,2.0,2.62,12.07,GK Motus Salto ,2,37.97,GK Motus Salto 2,17USMQualificationYouthWomen,21.95,10.02
1328,4.2,7.65,4.0,15.85,4.8,7.85,2.0,14.65,3.3,6.35,1.6,11.25,41.75,11,,USM,2016,Women,Qualification,Youth,GT Vikingarna lag 2 ,VT,2.0,3.5,13.15,GT Vikingarna,2,39.05,GT Vikingarna2,16USMQualificationYouthWomen,21.85,11.6
1331,3.95,6.75,4.0,14.7,5.5,7.2,2.0,14.7,3.8,6.4,1.8,12.0,41.4,13,,USM,2016,Women,Qualification,Youth,AGF Örebro ,VT,2.0,3.29,12.04,AGF Örebro ,1,38.73999999999999,AGF Örebro 1,16USMQualificationYouthWomen,20.35,12.59
1352,4.1,7.75,4.0,15.85,5.6,7.25,2.0,14.85,5.6,7.5,1.9,15.0,45.7,2,,USM,2016,Women,Final,Youth,Tyresögymnastiken lag 1 ,VT,2.0,3.42,13.17,Tyresögymnastiken,1,43.02,Tyresögymnastiken1,16USMFinalYouthWomen,22.5,14.62
1355,4.4,7.7,4.0,16.1,5.9,7.0,2.0,14.9,4.4,6.55,1.8,12.75,43.75,5,,USM,2016,Women,Final,Youth,Täby GF lag 1 ,VT,2.0,3.67,13.37,Täby GF ,1,41.02,Täby GF 1,16USMFinalYouthWomen,21.25,13.97
1357,4.2,7.25,4.0,15.45,5.4,7.1,2.0,14.5,5.2,6.15,1.9,13.25,43.2,7,,USM,2016,Women,Final,Youth,GK Motus-Salto ,VT,2.0,3.5,12.75,GK Motus Salto ,1,40.5,GK Motus Salto 1,16USMFinalYouthWomen,20.5,14.1
1361,9.2,6.25,4.0,19.45,7.0,7.9,2.0,16.9,7.4,6.35,2.0,15.75,52.1,3,,JSM,2016,Men,Final,Junior,GK Motus-Salto ,HT,2.0,7.67,15.92,GK Motus Salto ,1,48.57,GK Motus Salto 1,16JSMFinalJuniorMen,20.5,22.07
1365,8.9,7.95,4.0,20.85,6.7,6.85,2.0,15.55,6.4,7.45,2.0,15.85,52.25,3,,JSM,2016,Women,Qualification,Junior,Stockholm Top Gymnastics ,HT,2.0,7.42,17.37,Stockholm Top Gymnastics,1,48.77,Stockholm Top Gymnastics1,16JSMQualificationJuniorWomen,22.25,20.52
1374,10.2,7.45,4.0,21.65,6.7,8.25,2.0,16.95,6.3,7.1,1.9,15.3,53.9,2,,JSM,2016,Women,Final,Junior,GF Uppsalaflickorna ,HT,2.0,8.5,17.95,GCF Uppsala ,1,50.2,GCF Uppsala 1,16JSMFinalJuniorWomen,22.8,21.5
1375,9.4,7.05,4.0,20.45,6.5,8.25,2.0,16.75,6.7,7.1,2.0,15.8,53.0,3,,JSM,2016,Women,Final,Junior,Brommagymnasterna ,HT,2.0,7.83,16.88,Brommagymnasterna,1,49.42999999999999,Brommagymnasterna1,16JSMFinalJuniorWomen,22.4,21.03
1376,9.6,7.1,4.0,20.7,6.5,8.1,2.0,16.6,6.15,7.4,2.0,15.55,52.85,4,,JSM,2016,Women,Final,Junior,Teamgym Göteborg (ABGS) ,HT,2.0,8.0,17.1,ABGS,1,49.25,ABGS1,16JSMFinalJuniorWomen,22.6,20.65
1382,8.4,7.033,4.0,19.433,7.8,6.033,2.0,15.833,8.4,7.633,2.0,18.033,53.299,2,,JSM,2015,Men,Final,Junior,GF FRAM ,HT,2.0,7.0,16.03,GF FRAM,1,49.899,GF FRAM1,15JSMFinalJuniorMen,20.699,23.2
1387,10.0,7.566,4.0,21.566,7.3,7.866,2.0,17.166,6.8,7.2,1.8,15.8,54.532,2,,JSM,2015,Women,Qualification,Junior,Teamgym Helsingborg ,HT,2.0,8.33,17.9,Helsingborgs TURN ,1,50.86199999999999,Helsingborgs TURN 1,15JSMQualificationJuniorWomen,22.631999999999998,22.43
1401,7.7,6.283,4.0,17.983,5.8,6.8,2.0,14.6,5.5,6.45,1.8,13.75,46.333,16,,JSM,2015,Women,Qualification,Junior,GF Kennedy ,HT,2.0,6.42,14.7,GF Kennedy,1,43.053,GF Kennedy1,15JSMQualificationJuniorWomen,19.533,17.72
1406,10.2,7.533,4.0,21.733,7.35,7.366,2.0,16.716,7.7,8.433,2.0,18.133,56.582,1,,JSM,2015,Women,Final,Junior,GT Vikingarna ET ,HT,2.0,8.5,18.03,GT Vikingarna,1,52.88200000000001,GT Vikingarna1,15JSMFinalJuniorWomen,23.332,23.549999999999997
1407,10.4,7.5,4.0,21.9,7.3,7.866,2.0,17.166,7.7,7.033,2.0,16.733,55.799,2,,JSM,2015,Women,Final,Junior,Teamgym Helsingborg (Helsingborgs Turn) ,HT,2.0,8.67,18.17,Helsingborgs TURN ,1,52.069,Helsingborgs TURN 1,15JSMFinalJuniorWomen,22.399,23.67
1408,9.4,8.133,4.0,21.533,7.1,8.333,2.0,17.433,6.5,8.3,2.0,16.8,55.766,3,,JSM,2015,Women,Final,Junior,Höganäs GF ,HT,2.0,7.83,17.96,Höganäs GF ,1,52.196,Höganäs GF 1,15JSMFinalJuniorWomen,24.766,21.43
1410,9.4,8.0,4.0,21.4,6.0,7.566,2.0,15.566,6.1,6.633,2.0,14.733,51.699,5,,JSM,2015,Women,Final,Junior,Sollentunagymnasterna ,HT,2.0,7.83,17.83,Sollentunagymnasterna,1,48.129,Sollentunagymnasterna1,15JSMFinalJuniorWomen,22.198999999999998,19.93
1413,8.4,7.366,4.0,19.766,5.8,6.9,2.0,14.7,5.9,5.933,1.8,13.633,48.099,8,,JSM,2015,Women,Final,Junior,Stockholm Top Gymnastics ,HT,2.0,7.0,16.37,Stockholm Top Gymnastics,1,44.699,Stockholm Top Gymnastics1,15JSMFinalJuniorWomen,20.198999999999998,18.7
1454,9.4,8.5,4.0,21.9,6.7,7.65,2.0,16.35,7.4,7.75,2.0,17.15,55.4,1,,JSM,2014,Women,Final,Junior,GT Vikingarna lag 1 ,HT,2.0,7.83,18.33,GT Vikingarna,1,51.83,GT Vikingarna1,14JSMFinalJuniorWomen,23.9,21.93
1456,9.0,7.8,4.0,20.8,6.5,7.4,2.0,15.9,6.1,7.2,2.0,15.3,52.0,3,,JSM,2014,Women,Final,Junior,Brommagymnasterna ,HT,2.0,7.5,17.3,Brommagymnasterna,1,48.5,Brommagymnasterna1,14JSMFinalJuniorWomen,22.4,20.1
1460,7.8,7.8,4.0,19.6,6.1,5.9,2.0,14.0,5.5,5.8,1.6,12.9,46.5,7,,JSM,2014,Women,Final,Junior,Sollentunagymnasterna ,HT,2.0,6.5,16.3,Sollentunagymnasterna,1,43.2,Sollentunagymnasterna1,14JSMFinalJuniorWomen,19.5,18.1
1473,7.1,7.55,4.0,18.65,5.3,7.2,2.0,14.5,5.0,7.15,2.0,14.15,47.3,9,,JSM,2014,Women,Qualification,Junior,GT Vikingarna lag 2 ,HT,2.0,5.92,15.47,GT Vikingarna,2,44.12,GT Vikingarna2,14JSMQualificationJuniorWomen,21.9,16.22
1486,10.2,8.45,4.0,22.65,7.9,6.9,2.0,16.8,8.1,7.7,2.0,17.8,57.25,1,,EM,2016,Women,Final,Senior,Sweden ,HT,2.0,8.5,18.95,Sweden,1,53.55,Sweden1,16EMFinalSeniorWomen,23.049999999999997,24.5
1487,9.666,8.25,4.0,21.916,8.6,6.9,2.0,17.5,8.2,7.35,2.0,17.55,56.966,2,,EM,2016,Women,Final,Senior,Iceland ,HT,2.0,8.06,18.31,Iceland,1,53.36,Iceland1,16EMFinalSeniorWomen,22.5,24.86
1488,9.466,7.6,4.0,21.066,7.6,7.85,2.0,17.45,8.2,7.2,2.0,17.4,55.916,3,,EM,2016,Women,Final,Senior,Denmark ,HT,2.0,7.89,17.49,Denmark,1,52.34,Denmark1,16EMFinalSeniorWomen,22.65,23.689999999999998
1492,8.1,8.35,2.0,18.45,6.9,7.8,2.0,16.7,6.2,7.25,2.0,15.45,50.6,1,,EM,2024,Women,Final,Junior,Denmark,HT,2.0,8.1,18.45,Denmark,1,50.59999999999999,Denmark1,24EMFinalJuniorWomen,23.4,21.200000000000003
1493,7.45,7.45,2.0,16.9,5.9,6.95,2.0,14.85,5.55,7.15,1.9,14.6,46.35,1,,EM,2024,Women,Final,Junior,Finland,HT,2.0,7.45,16.9,Finland,1,46.35,Finland1,24EMFinalJuniorWomen,21.55,18.9
1494,6.6,6.65,2.0,15.25,6.3,7.2,2.0,15.5,5.9,6.95,2.0,14.85,45.6,1,,EM,2024,Women,Final,Junior,Great Britain,HT,2.0,6.6,15.25,Great Britain,1,45.6,Great Britain1,24EMFinalJuniorWomen,20.8,18.8
1495,7.0,7.75,2.0,16.75,7.2,7.1,2.0,16.3,5.9,7.0,1.7,14.6,47.65,1,,EM,2024,Women,Final,Junior,Iceland,HT,2.0,7.0,16.75,Iceland,1,47.65,Iceland1,24EMFinalJuniorWomen,21.85,20.1
1497,8.5,8.55,2.0,19.05,6.6,7.5,2.0,15.8,6.6,8.05,2.0,16.65,51.5,1,,EM,2024,Women,Final,Junior,Sweden,HT,2.0,8.5,19.05,Sweden,1,51.5,Sweden1,24EMFinalJuniorWomen,24.1,21.7
1498,6.2,5.8,2.0,14.0,5.6,7.05,2.0,14.65,5.5,6.9,2.0,14.4,43.05,1,,EM,2024,Women,Qualification,Junior,Czechia,HT,2.0,6.2,14.0,Czech Republic,1,43.05,Czech Republic1,24EMQualificationJuniorWomen,19.75,17.299999999999997
1500,8.65,7.4,2.0,18.05,6.0,6.9,2.0,14.9,5.7,7.65,2.0,15.35,48.3,1,,EM,2024,Women,Qualification,Junior,Finland,HT,2.0,8.65,18.05,Finland,1,48.3,Finland1,24EMQualificationJuniorWomen,21.950000000000003,20.35
1501,7.1,6.85,2.0,15.95,6.4,7.6,2.0,16.0,5.4,7.2,1.9,14.5,46.45,1,,EM,2024,Women,Qualification,Junior,Great Britain,HT,2.0,7.1,15.95,Great Britain,1,46.45,Great Britain1,24EMQualificationJuniorWomen,21.65,18.9
1503,7.25,6.75,2.0,16.0,6.0,7.6,2.0,15.6,5.9,7.7,2.0,15.6,47.2,1,,EM,2024,Women,Qualification,Junior,Italy,HT,2.0,7.25,16.0,Italy,1,47.2,Italy1,24EMQualificationJuniorWomen,22.049999999999997,19.15
1508,8.5,7.25,2.0,17.75,10.3,7.85,2.0,20.15,9.1,7.35,1.95,18.4,56.3,1,,EM,2024,Men,Final,Junior,Denmark,HT,2.0,8.5,17.75,Denmark,1,56.3,Denmark1,24EMFinalJuniorMen,22.45,27.900000000000002
1509,7.6,5.95,2.0,15.55,6.5,7.05,2.0,15.55,5.5,6.2,2.0,13.7,44.8,1,,EM,2024,Men,Final,Junior,Great Britain,HT,2.0,7.6,15.55,Great Britain,1,44.8,Great Britain1,24EMFinalJuniorMen,19.2,19.6
1511,7.05,6.25,2.0,15.3,9.3,7.55,2.0,18.85,8.8,7.75,2.0,18.55,52.7,1,,EM,2024,Men,Final,Junior,Norway,HT,2.0,7.05,15.3,Norway,1,52.7,Norway1,24EMFinalJuniorMen,21.55,25.150000000000002
1512,8.35,7.1,2.0,17.45,8.3,7.2,2.0,17.5,8.6,8.0,2.0,18.6,53.55,1,,EM,2024,Men,Final,Junior,Sweden,HT,2.0,8.35,17.45,Sweden,1,53.55,Sweden1,24EMFinalJuniorMen,22.3,25.25
1513,8.5,7.2,2.0,17.7,9.8,7.4,2.0,19.2,9.1,7.95,1.95,19.0,55.9,1,,EM,2024,Men,Qualification,Junior,Denmark,HT,2.0,8.5,17.7,Denmark,1,55.9,Denmark1,24EMQualificationJuniorMen,22.55,27.400000000000002
1519,8.35,6.3,2.0,16.65,8.0,7.7,2.0,17.7,7.0,7.45,2.0,16.45,50.8,1,,EM,2024,Mixed,Final,Junior,Great Britain,HT,2.0,8.35,16.65,Great Britain,1,50.8,Great Britain1,24EMFinalJuniorMixed,21.45,23.35
1520,8.6,7.45,2.0,18.05,7.5,7.3,2.0,16.8,7.1,7.65,2.0,16.75,51.6,1,,EM,2024,Mixed,Final,Junior,Iceland,HT,2.0,8.6,18.05,Iceland,1,51.6,Iceland1,24EMFinalJuniorMixed,22.400000000000002,23.2
1522,8.35,7.2,2.0,17.55,7.8,6.95,2.0,16.75,7.2,7.9,2.0,17.1,51.4,1,,EM,2024,Mixed,Final,Junior,Sweden,HT,2.0,8.35,17.55,Sweden,1,51.4,Sweden1,24EMFinalJuniorMixed,22.05,23.35
1523,8.55,7.15,2.0,17.7,7.4,7.1,2.0,16.5,6.1,6.25,1.7,14.05,48.25,1,,EM,2024,Mixed,Qualification,Junior,Denmark,HT,2.0,8.55,17.7,Denmark,1,48.25,Denmark1,24EMQualificationJuniorMixed,20.5,22.05
1524,7.85,6.4,2.0,16.25,8.0,7.15,2.0,17.15,7.2,7.45,2.0,16.65,50.05,1,,EM,2024,Mixed,Qualification,Junior,Great Britain,HT,2.0,7.85,16.25,Great Britain,1,50.05,Great Britain1,24EMQualificationJuniorMixed,21.0,23.05
1525,8.55,7.05,2.0,17.6,7.4,7.75,2.0,17.15,6.7,7.35,1.8,15.85,50.6,1,,EM,2024,Mixed,Qualification,Junior,Iceland,HT,2.0,8.55,17.6,Iceland,1,50.6,Iceland1,24EMQualificationJuniorMixed,22.15,22.65
1531,8.15,8.45,2.0,18.6,7.8,8.45,2.0,18.25,7.1,7.9,2.0,17.0,53.85,1,,EM,2024,Women,Final,Senior,Iceland,HT,2.0,8.15,18.6,Iceland,1,53.85,Iceland1,24EMFinalSeniorWomen,24.8,23.05
1532,7.45,7.7,2.0,17.15,7.7,7.2,2.0,16.9,6.6,7.0,1.8,15.4,49.45,1,,EM,2024,Women,Final,Senior,Norway,HT,2.0,7.45,17.15,Norway,1,49.45,Norway1,24EMFinalSeniorWomen,21.9,21.75
1533,8.15,8.35,2.0,18.5,8.0,7.6,2.0,17.6,7.2,8.1,2.0,17.3,53.4,1,,EM,2024,Women,Final,Senior,Sweden,HT,2.0,8.15,18.5,Sweden,1,53.40000000000001,Sweden1,24EMFinalSeniorWomen,24.049999999999997,23.35
1536,7.8,8.25,2.0,18.05,7.3,7.65,2.0,16.95,6.8,7.4,2.0,16.2,51.2,1,,EM,2024,Women,Qualification,Senior,Denmark,HT,2.0,7.8,18.05,Denmark,1,51.2,Denmark1,24EMQualificationSeniorWomen,23.3,21.9
1537,7.6,7.85,2.0,17.45,7.3,6.7,2.0,16.0,6.35,6.5,1.6,14.45,47.9,1,,EM,2024,Women,Qualification,Senior,Finland,HT,2.0,7.6,17.45,Finland,1,47.90000000000001,Finland1,24EMQualificationSeniorWomen,21.05,21.25
1538,6.6,7.4,2.0,16.0,7.2,7.4,2.0,16.6,6.55,7.4,2.0,15.95,48.55,1,,EM,2024,Women,Qualification,Senior,Great Britain,HT,2.0,6.6,16.0,Great Britain,1,48.55,Great Britain1,24EMQualificationSeniorWomen,22.200000000000003,20.349999999999998
1539,7.85,8.1,2.0,17.95,8.0,8.15,2.0,18.15,7.2,7.95,2.0,17.15,53.25,1,,EM,2024,Women,Qualification,Senior,Iceland,HT,2.0,7.85,17.95,Iceland,1,53.24999999999999,Iceland1,24EMQualificationSeniorWomen,24.200000000000003,23.05
1540,7.35,7.4,2.0,16.75,7.7,7.65,2.0,17.35,6.3,6.75,1.6,14.65,48.75,1,,EM,2024,Women,Qualification,Senior,Norway,HT,2.0,7.35,16.75,Norway,1,48.75,Norway1,24EMQualificationSeniorWomen,21.8,21.349999999999998
1541,8.65,8.6,2.0,19.25,7.6,8.05,2.0,17.65,7.2,7.95,1.9,17.05,53.95,1,,EM,2024,Women,Qualification,Senior,Sweden,HT,2.0,8.65,19.25,Sweden,1,53.95,Sweden1,24EMQualificationSeniorWomen,24.6,23.450000000000003
1544,7.5,5.4,2.0,14.9,10.1,6.65,2.0,18.75,8.425,6.15,1.825,16.4,50.05,1,,EM,2024,Men,Final,Senior,Italy,HT,2.0,7.5,14.9,Italy,1,50.05,Italy1,24EMFinalSeniorMen,18.200000000000003,26.025
1552,7.5,4.9,2.0,14.4,10.3,6.8,2.0,19.1,8.4,6.7,1.9,17.0,50.5,1,,EM,2024,Men,Qualification,Senior,Italy,HT,2.0,7.5,14.4,Italy,1,50.5,Italy1,24EMQualificationSeniorMen,18.400000000000002,26.200000000000003
1556,8.95,7.9,2.0,18.85,10.45,7.65,2.0,20.1,7.7,7.15,1.9,16.75,55.7,1,,EM,2024,Mixed,Final,Senior,Denmark,HT,2.0,8.95,18.85,Denmark,1,55.7,Denmark1,24EMFinalSeniorMixed,22.700000000000003,27.099999999999998
1557,8.55,7.3,2.0,17.85,10.2,7.4,2.0,19.6,8.3,7.65,2.0,17.65,55.1,1,,EM,2024,Mixed,Final,Senior,Great Britain,HT,2.0,8.55,17.85,Great Britain,1,55.1,Great Britain1,24EMFinalSeniorMixed,22.35,27.05
1564,9.15,8.15,2.0,19.3,10.2,7.75,2.0,19.95,9.0,7.75,2.0,18.75,58.0,1,,EM,2024,Mixed,Qualification,Senior,Denmark,HT,2.0,9.15,19.3,Denmark,1,58.0,Denmark1,24EMQualificationSeniorMixed,23.65,28.349999999999998
1568,7.85,5.65,2.0,15.5,7.5,7.75,2.0,17.25,6.6,7.15,1.825,15.575,48.325,1,,EM,2024,Mixed,Qualification,Senior,Italy,HT,2.0,7.85,15.5,Italy,1,48.325,Italy1,24EMQualificationSeniorMixed,20.55,21.95
1570,8.3,6.95,2.0,17.25,8.6,7.4,2.0,18.0,6.55,6.0,1.8,14.05,49.3,1,,EM,2024,Mixed,Qualification,Senior,Norway,HT,2.0,8.3,17.25,Norway,1,49.3,Norway1,24EMQualificationSeniorMixed,20.35,23.450000000000003
1573,6.55,5.95,2.0,14.5,6.3,7.7,2.0,16.0,6.2,7.0,2.0,15.2,45.7,2,10.0,JSM,2024,Mixed,Final,Junior,Teamgym Norrdal (Gefle GF),HT,2.0,6.55,14.5,Teamgym Norrdal,1,45.7,Teamgym Norrdal1,24JSMFinalJuniorMixed,20.65,19.05
1575,6.0,4.7,2.0,12.7,5.1,7.05,2.0,14.15,5.2,6.6,1.8,13.6,40.45,4,10.0,JSM,2024,Mixed,Final,Junior,Pixbo GF,HT,2.0,6.0,12.7,Pixbo GF,1,40.45,Pixbo GF1,24JSMFinalJuniorMixed,18.35,16.299999999999997
1578,7.9,7.5,2.0,17.4,6.9,7.65,2.0,16.55,6.5,7.9,2.0,16.4,50.35,1,10.0,JSM,2024,Women,Final,Junior,ABGS A,HT,2.0,7.9,17.4,ABGS,1,50.35,ABGS1,24JSMFinalJuniorWomen,23.05,21.3
1579,7.2,7.75,2.0,16.95,5.2,7.9,2.0,15.1,5.0,7.6,2.0,14.6,46.65,2,10.0,JSM,2024,Women,Final,Junior,GT Vikingarna,HT,2.0,7.2,16.95,GT Vikingarna,1,46.65,GT Vikingarna1,24JSMFinalJuniorWomen,23.25,17.4
1587,8.4,7.3,2.0,17.7,6.9,7.6,2.0,16.5,5.6,5.7,1.5,12.8,47.0,2,10.0,JSM,2024,Women,Qualification,Junior,ABGS A,HT,2.0,8.4,17.7,ABGS,1,47.0,ABGS1,24JSMQualificationJuniorWomen,20.6,20.9
1610,6.2,6.15,2.0,14.35,4.6,7.2,2.0,13.8,3.65,3.35,1.35,8.35,36.5,25,10.0,JSM,2024,Women,Qualification,Junior,ABGS B,HT,2.0,6.2,14.35,ABGS,1,36.5,ABGS1,24JSMQualificationJuniorWomen,16.7,14.45
1586,8.1,8.0,2.0,18.1,6.3,6.85,2.0,15.15,6.4,7.25,2.0,15.65,48.9,1,9.0,JSM,2024,Women,Qualification,Junior,Brommagymnasterna Dam 1,HT,2.0,8.1,18.1,Brommagymnasterna,1,48.9,Brommagymnasterna1,24JSMQualificationJuniorWomen,22.1,20.8
1597,6.5,7.1,2.0,15.6,5.7,6.0,1.4,13.1,5.3,6.6,1.9,13.8,42.5,12,9.0,JSM,2024,Women,Qualification,Junior,Brommagymnasterna Dam 2,HT,2.0,6.5,15.6,Brommagymnasterna,2,42.5,Brommagymnasterna2,24JSMQualificationJuniorWomen,19.7,17.5
1598,6.45,5.9,2.0,14.35,4.9,6.9,1.6,13.4,5.2,7.35,2.0,14.55,42.3,13,9.0,JSM,2024,Women,Qualification,Junior,Enebybergsgymnasterna,HT,2.0,6.45,14.35,Enebybergsgymnasterna,1,42.3,Enebybergsgymnasterna1,24JSMQualificationJuniorWomen,20.15,16.55
