id,old_dfri,efri,old_cfri,old_totfri,dtum,etum,ctum,total_score_tum,dtram,etram,ctram,total_score_tram,old_total_score,rank_competition,num_fri,competition,year,gender,qualification,age,team,season,cfri,dfri,total_score_fri,clean_team,team_number,total_score,clean_team_with_number,comp_str,dfri_norm,efri_norm,cfri_norm,total_score_fri_norm,dtum_norm,etum_norm,ctum_norm,total_score_tum_norm,dtram_norm,etram_norm,ctram_norm,total_score_tram_norm,total_score_norm,total_e_score,total_d_score
1629,7.0,5.7,4.0,16.7,7.95,7.35,2.0,17.3,7.025,7.35,1.85,16.225,50.225,1,,EM,2021,Mix,Q,J,GREATBRITAIN,HT,2.0,6.36,15.71,Great Britain,1,48.22499999999999,Great Britain1,21EMQJMix,-0.4799999999999995,-0.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.1499999999999999,-0.125,0.0,20.4,21.335
1635,8.45,7.2,4.0,19.65,9.9,7.85,2.0,19.75,8.7,7.8,2.0,18.5,57.9,1,,EM,2021,Men,F,J,SWEDEN,HT,2.0,7.68,17.53,Sweden,1,55.9,Sweden1,21EMFJMen,0.0,-0.2000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2000000000000001,0.0,0.0,0.0,22.85,26.28
1636,6.525,7.4,4.0,17.925,7.5,7.75,2.0,17.25,7.8,8.0,2.0,17.8,52.975,2,,EM,2021,Men,F,J,GREATBRITAIN1,HT,2.0,5.93,15.68,Great Britain,1,50.97499999999999,Great Britain1,21EMFJMen,-1.75,0.0,0.0,-1.8500000000000012,-2.4000000000000004,-0.0999999999999996,0.0,-2.5,-0.8999999999999995,0.0,0.0,-0.6999999999999993,-4.925000000000011,23.15,21.23
1639,10.15,6.75,4.0,20.9,6.6,8.25,2.0,16.85,6.3,8.15,2.0,16.45,54.2,2,,EM,2021,Wom,F,J,ICELAND,HT,2.0,9.23,19.48,Iceland,1,52.2,Iceland1,21EMFJWom,0.0,-0.6500000000000004,0.0,0.0,-0.3000000000000007,0.0,0.0,-0.0999999999999978,0.0,-0.2999999999999989,0.0,-0.1999999999999993,-0.0999999999999943,23.15,22.130000000000003
1640,8.375,7.1,4.0,19.475,6.8,7.65,2.0,16.45,6.1,7.7,2.0,15.8,51.725,3,,EM,2021,Wom,F,J,GREATBRITAIN,HT,2.0,7.61,17.26,Great Britain,1,49.72500000000001,Great Britain1,21EMFJWom,-1.62,-0.3000000000000007,0.0,-2.219999999999999,-0.1000000000000005,-0.5999999999999996,0.0,-0.5,-0.2000000000000001,-0.7499999999999991,0.0,-0.8499999999999979,-2.5749999999999886,22.450000000000003,20.51
1,8.4,8.05,4.0,20.45,7.6,8.7,2.0,18.3,7.0,8.65,2.0,17.65,56.4,1,10.0,SM,2019,Wom,F,S,GKMotus-Salto,VT,2.0,7.45,18.45,GK Motus Salto ,1,54.4,GK Motus Salto 1,19SMFSWom,-0.96,-0.3999999999999986,0.0,-0.5500000000000007,0.0,-0.1500000000000003,0.0,0.0,-0.2000000000000001,0.0,0.0,0.0,0.0,25.400000000000002,22.049999999999997
2,8.95,8.0,4.0,20.95,7.1,8.85,2.0,17.95,7.2,8.05,2.0,17.25,56.15,2,8.0,SM,2019,Wom,F,S,Brommagymnasterna,VT,2.0,8.41,18.95,Brommagymnasterna,1,54.15,Brommagymnasterna1,19SMFSWom,0.0,-0.4499999999999993,0.0,-0.0500000000000007,-0.5,0.0,0.0,-0.3500000000000014,0.0,-0.5999999999999996,0.0,-0.3999999999999986,-0.25,24.9,22.71
5,8.2,7.0,4.0,19.2,9.5,8.6,2.0,20.1,9.45,7.3,2.0,18.75,58.05,2,8.0,SM,2019,Men,F,S,KFUM,VT,2.0,8.34,17.2,KFUM,1,56.05,KFUM1,19SMFSMen,-0.4100000000000001,-0.5999999999999996,0.0,-1.1999999999999993,0.0,-0.0999999999999996,0.0,0.0,0.0,-1.0000000000000009,0.0,0.0,-0.4000000000000057,22.9,27.29
6,8.3,7.5,4.0,19.8,8.1,8.7,2.0,18.8,7.9,8.3,2.0,18.2,56.8,3,9.0,SM,2019,Men,F,S,GKMotus-Salto,VT,2.0,7.45,17.8,GK Motus Salto ,1,54.8,GK Motus Salto 1,19SMFSMen,-1.2999999999999998,-0.0999999999999996,0.0,-0.5999999999999979,-1.4000000000000004,0.0,0.0,-1.3000000000000007,-1.549999999999999,0.0,0.0,-0.5500000000000007,-1.6500000000000057,24.5,23.450000000000003
7,6.8,7.85,4.0,18.65,8.0,8.45,2.0,18.45,7.15,8.05,2.0,17.2,54.3,1,10.0,SM,2019,Mix,F,S,GFÖrebro,VT,2.0,3.82,16.65,GF Örebro,1,52.3,GF Örebro1,19SMFSMix,-2.5400000000000005,0.0,0.0,-0.1000000000000014,0.0,-0.0500000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.35,18.97
8,7.35,7.4,4.0,18.75,7.7,8.5,2.0,18.2,7.0,7.8,2.0,16.8,53.75,2,10.0,SM,2019,Mix,F,S,Brommagymnasterna,VT,2.0,5.0,16.75,Brommagymnasterna,1,51.75,Brommagymnasterna1,19SMFSMix,-1.3600000000000003,-0.4499999999999993,0.0,0.0,-0.2999999999999998,0.0,0.0,-0.25,-0.1500000000000003,-0.2500000000000009,0.0,-0.3999999999999986,-0.5499999999999972,23.7,19.7
10,8.6,8.25,4.0,20.85,7.6,8.85,2.0,18.45,6.8,8.0,2.0,16.8,56.1,1,,SM,2019,Wom,Q,S,GTVikingarna,VT,2.0,6.84,18.85,GT Vikingarna,1,54.09999999999999,GT Vikingarna1,19SMQSWom,-0.8399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2000000000000001,0.0,0.0,0.0,0.0,25.1,21.240000000000002
11,7.85,8.0,4.0,19.85,7.6,8.15,2.0,17.75,6.6,7.95,1.7,16.25,53.85,2,,SM,2019,Wom,Q,S,GKMotus-Salto,VT,2.0,5.84,17.85,GK Motus Salto ,1,51.85,GK Motus Salto 1,19SMQSWom,-1.84,-0.25,0.0,-1.0,0.0,-0.6999999999999993,0.0,-0.6999999999999993,-0.4000000000000003,-0.0499999999999998,-0.3,-0.5500000000000007,-2.249999999999986,24.1,20.04
13,6.45,7.3,4.0,17.75,6.2,8.15,2.0,16.35,5.9,7.25,2.0,15.15,49.25,4,,SM,2019,Wom,Q,S,GFÖrebro,VT,2.0,5.25,15.75,GF Örebro,1,47.25,GF Örebro1,19SMQSWom,-2.43,-0.9500000000000002,0.0,-3.1000000000000014,-1.3999999999999997,-0.6999999999999993,0.0,-2.099999999999998,-1.0999999999999996,-0.75,0.0,-1.6500000000000004,-6.849999999999987,22.700000000000003,17.35
14,6.35,7.1,4.0,17.45,6.6,7.55,2.0,15.85,6.2,7.0,2.0,15.2,48.5,5,,SM,2019,Wom,Q,S,TeamgymNorrort(Järfällagymnasterna),VT,2.0,7.68,15.45,Teamgym Norrort,1,46.5,Teamgym Norrort1,19SMQSWom,0.0,-1.1500000000000004,0.0,-3.400000000000002,-1.0,-1.2999999999999998,0.0,-2.6,-0.7999999999999998,-1.0,0.0,-1.6000000000000014,-7.599999999999987,21.65,20.479999999999997
15,6.65,7.0,4.0,17.65,6.2,7.5,2.0,15.7,5.8,6.9,1.8,14.5,47.85,6,,SM,2019,Wom,Q,S,SOLGF,VT,2.0,5.93,15.65,SOL GF,1,45.85,SOL GF1,19SMQSWom,-1.75,-1.25,0.0,-3.200000000000001,-1.3999999999999997,-1.3499999999999996,0.0,-2.75,-1.2000000000000002,-1.0999999999999996,-0.1999999999999999,-2.3000000000000007,-8.249999999999986,21.4,17.93
16,6.4,6.65,4.0,17.05,6.4,7.0,2.0,15.4,6.4,6.75,2.0,15.15,47.6,7,,SM,2019,Wom,Q,S,StockholmTopGymnastics,VT,2.0,4.84,15.05,Stockholm Top Gymnastics,1,45.6,Stockholm Top Gymnastics1,19SMQSWom,-2.84,-1.5999999999999996,0.0,-3.8000000000000007,-1.1999999999999993,-1.85,0.0,-3.049999999999999,-0.5999999999999996,-1.25,0.0,-1.6500000000000004,-8.499999999999986,20.4,17.64
17,9.6,7.75,4.0,21.35,8.2,8.4,2.0,18.6,7.6,7.35,1.9,16.85,56.8,1,,SM,2019,Men,Q,S,GKMotus-Salto,VT,2.0,8.45,19.35,GK Motus Salto ,1,54.8,GK Motus Salto 1,19SMQSMen,-0.7800000000000011,0.0,0.0,0.0,-1.200000000000001,0.0,0.0,-0.4499999999999993,-1.5,-0.1000000000000005,-0.1,-1.599999999999998,0.0,23.5,24.249999999999996
20,7.15,6.05,4.0,17.2,8.7,8.0,2.0,18.7,8.2,7.1,2.0,17.3,53.2,4,,SM,2019,Men,Q,S,GFFRAM,VT,2.0,8.0,15.2,GF FRAM,1,51.2,GF FRAM1,19SMQSMen,-1.2300000000000004,-1.7000000000000002,0.0,-4.150000000000002,-0.7000000000000011,-0.4000000000000003,0.0,-0.3500000000000014,-0.9000000000000004,-0.3500000000000005,0.0,-1.1499999999999986,-3.5999999999999943,21.15,24.9
21,6.1,7.4,4.0,17.5,8.0,8.55,2.0,18.55,7.1,7.55,2.0,16.65,52.7,1,,SM,2019,Mix,Q,S,GFÖrebro,VT,2.0,6.64,15.5,GF Örebro,1,50.7,GF Örebro1,19SMQSMix,-0.71,-0.0999999999999996,0.0,-1.2300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,21.74
23,6.2,6.35,4.0,16.55,7.5,7.45,2.0,16.95,7.1,6.65,2.0,15.75,49.25,3,,SM,2019,Mix,Q,S,GefleGF,VT,2.0,6.84,14.55,GefleGF,1,47.25,GefleGF1,19SMQSMix,-0.5099999999999998,-1.1500000000000004,0.0,-2.18,-0.5,-1.1000000000000003,0.0,-1.6000000000000014,0.0,-0.8999999999999995,0.0,-0.8999999999999986,-3.450000000000003,20.45,21.439999999999998
28,7.7,7.8,4.0,19.5,7.7,7.45,2.0,17.15,7.2,8.75,2.0,17.95,54.6,1,,SM,2018,Wom,F,S,ÖrebroGFKIF,VT,2.0,5.59,16.8,Örebro GF KIF ,1,51.90000000000001,Örebro GF KIF 1,18SMFSWom,0.0,0.0,0.0,-0.9499999999999992,0.0,-0.4500000000000002,0.0,-0.0500000000000007,0.0,0.0,0.0,0.0,0.0,24.0,20.49
29,8.75,7.8,4.0,20.55,7.4,7.75,2.0,17.15,6.5,8.2,1.9,16.6,54.3,2,,SM,2018,Wom,F,S,GTVikingarna,VT,2.0,5.34,17.75,GT Vikingarna,1,51.5,GT Vikingarna1,18SMFSWom,-0.25,0.0,0.0,0.0,-0.2999999999999998,-0.1500000000000003,0.0,-0.0500000000000007,-0.7000000000000002,-0.5500000000000007,-0.1,-1.349999999999998,-0.4000000000000128,23.75,19.240000000000002
30,7.55,7.7,4.0,19.25,7.3,7.9,2.0,17.2,6.9,8.5,2.0,17.4,53.85,3,,SM,2018,Wom,F,S,GKMotus-Saltolag1,VT,2.0,5.23,16.56,GK Motus Salto ,1,51.16,GK Motus Salto 1,18SMFSWom,-0.3599999999999994,-0.0999999999999996,0.0,-1.1900000000000013,-0.4000000000000003,0.0,0.0,0.0,-0.2999999999999998,-0.25,0.0,-0.5500000000000007,-0.7400000000000162,24.1,19.43
31,8.65,7.7,4.0,20.35,10.2,7.95,2.0,20.15,9.6,8.25,2.0,19.85,60.35,1,,SM,2018,Men,F,S,Brommagymnasterna,VT,2.0,5.27,17.56,Brommagymnasterna,1,57.56,Brommagymnasterna1,18SMFSMen,-2.3000000000000007,0.0,0.0,0.0,-0.1000000000000014,0.0,0.0,0.0,0.0,-0.1999999999999993,0.0,0.0,0.0,23.9,25.07
