id,old_dfri,efri,old_cfri,old_totfri,dtum,etum,ctum,total_score_tum,dtram,etram,ctram,total_score_tram,old_total_score,rank_competition,num_fri,competition,year,gender,qualification,age,team,season,cfri,dfri,total_score_fri,clean_team,team_number,total_score,clean_team_with_number,comp_str,dfri_norm,efri_norm,cfri_norm,total_score_fri_norm,dtum_norm,etum_norm,ctum_norm,total_score_tum_norm,dtram_norm,etram_norm,ctram_norm,total_score_tram_norm,total_score_norm,total_e_score,total_d_score
1579,7.2,7.75,2.0,16.95,5.2,7.9,2.0,15.1,5.0,7.6,2.0,14.6,46.65,2,10.0,JSM,2024,Wom,F,J,GT Vikingarna,HT,2.0,7.2,16.95,GT Vikingarna,1,46.65,GT Vikingarna1,24JSMFJWom,-1.1000000000000003,0.0,0.0,-0.4499999999999993,-1.7000000000000002,0.0,0.0,-1.450000000000001,-1.5,-0.3000000000000007,0.0,-1.799999999999999,-3.700000000000003,23.25,17.4
1587,8.4,7.3,2.0,17.7,6.9,7.6,2.0,16.5,5.6,5.7,1.5,12.8,47.0,2,10.0,JSM,2024,Wom,Q,J,ABGS A,HT,2.0,8.4,17.7,ABGS,1,47.0,ABGS1,24JSMQJWom,0.0,-0.7000000000000002,0.0,-0.4000000000000021,0.0,-0.1000000000000005,0.0,0.0,-0.8000000000000007,-2.0,-0.5,-2.85,-1.8999999999999984,20.6,20.9
1610,6.2,6.15,2.0,14.35,4.6,7.2,2.0,13.8,3.65,3.35,1.35,8.35,36.5,25,10.0,JSM,2024,Wom,Q,J,ABGS B,HT,2.0,6.2,14.35,ABGS,1,36.5,ABGS1,24JSMQJWom,-2.2,-1.85,0.0,-3.7500000000000018,-2.3000000000000007,-0.5,0.0,-2.6999999999999997,-2.7500000000000004,-4.35,-0.6499999999999999,-7.300000000000001,-12.4,16.7,14.45
1586,8.1,8.0,2.0,18.1,6.3,6.85,2.0,15.15,6.4,7.25,2.0,15.65,48.9,1,9.0,JSM,2024,Wom,Q,J,Brommagymnasterna Dam 1,HT,2.0,8.1,18.1,Brommagymnasterna,1,48.9,Brommagymnasterna1,24JSMQJWom,-0.3000000000000007,0.0,0.0,0.0,-0.6000000000000005,-0.8500000000000005,0.0,-1.3499999999999996,0.0,-0.4500000000000002,0.0,0.0,0.0,22.1,20.8
1597,6.5,7.1,2.0,15.6,5.7,6.0,1.4,13.1,5.3,6.6,1.9,13.8,42.5,12,9.0,JSM,2024,Wom,Q,J,Brommagymnasterna Dam 2,HT,2.0,6.5,15.6,Brommagymnasterna,2,42.5,Brommagymnasterna2,24JSMQJWom,-1.9000000000000004,-0.9000000000000004,0.0,-2.5000000000000018,-1.2000000000000002,-1.7000000000000002,-0.6000000000000001,-3.4000000000000004,-1.1000000000000003,-1.1000000000000003,-0.1,-1.85,-6.399999999999999,19.7,17.5
1598,6.45,5.9,2.0,14.35,4.9,6.9,1.6,13.4,5.2,7.35,2.0,14.55,42.3,13,9.0,JSM,2024,Wom,Q,J,Enebybergsgymnasterna,HT,2.0,6.45,14.35,Enebybergsgymnasterna,1,42.3,Enebybergsgymnasterna1,24JSMQJWom,-1.95,-2.1,0.0,-3.7500000000000018,-2.0,-0.7999999999999998,-0.3999999999999999,-3.1,-1.2000000000000002,-0.3500000000000005,0.0,-1.0999999999999996,-6.600000000000001,20.15,16.55
1599,6.75,6.65,2.0,15.4,4.4,7.5,1.5,13.4,5.0,6.2,2.0,13.2,42.0,14,8.0,JSM,2024,Wom,Q,J,GCF Uppsala lag 2,HT,2.0,6.75,15.4,GCF Uppsala,2,42.0,GCF Uppsala2,24JSMQJWom,-1.6500000000000004,-1.3499999999999996,0.0,-2.700000000000001,-2.5,-0.2000000000000001,-0.5,-3.1,-1.4000000000000004,-1.5,0.0,-2.450000000000001,-6.899999999999999,20.35,16.15
1602,7.1,5.75,2.0,14.85,4.5,7.2,1.9,13.6,4.4,6.25,2.0,12.65,41.1,17,10.0,JSM,2024,Wom,Q,J,GF Kennedy,HT,2.0,7.1,14.85,GF Kennedy,1,41.1,GF Kennedy1,24JSMQJWom,-1.3000000000000007,-2.25,0.0,-3.2500000000000018,-2.4000000000000004,-0.5,-0.1,-2.9000000000000004,-2.0,-1.4500000000000002,0.0,-3.0,-7.799999999999997,19.2,16.0
1588,7.65,7.05,2.0,16.7,5.1,7.4,2.0,14.5,5.6,6.6,2.0,14.2,45.4,3,8.0,JSM,2024,Wom,Q,J,GF Örebro,HT,2.0,7.65,16.7,GF Örebro,1,45.4,GF Örebro1,24JSMQJWom,-0.75,-0.9500000000000002,0.0,-1.400000000000002,-1.8000000000000007,-0.2999999999999998,0.0,-2.0,-0.8000000000000007,-1.1000000000000003,0.0,-1.450000000000001,-3.5,21.049999999999997,18.35
1613,6.25,5.45,2.0,13.7,6.8,6.85,2.0,15.65,6.8,6.7,2.0,15.5,44.85,3,10.0,JSM,2024,Men,F,J,Halmstad Frigymnaster,HT,2.0,6.25,13.7,Halmstad Frigymnaster,1,44.85,Halmstad Frigymnaster1,24JSMFJMen,-1.5999999999999996,-2.1499999999999995,0.0,-3.75,-2.6000000000000005,-0.0500000000000007,0.0,-2.450000000000001,-1.7999999999999998,0.0,0.0,-0.9499999999999992,-7.149999999999999,19.0,19.85
1614,6.65,5.6,2.0,14.25,6.9,6.75,2.0,15.65,6.5,6.35,2.0,14.85,44.75,4,8.0,JSM,2024,Men,F,J,Tullinge GF,HT,2.0,6.65,14.25,Tullinge GF,1,44.75,Tullinge GF1,24JSMFJMen,-1.1999999999999993,-2.0,0.0,-3.1999999999999997,-2.5,-0.1500000000000003,0.0,-2.450000000000001,-2.1,-0.3500000000000005,0.0,-1.5999999999999996,-7.25,18.7,20.05
1644,7.525,7.1,4.0,18.625,7.7,7.5,2.0,17.2,6.6,8.0,2.0,16.6,52.425,1,,EM,2021,Mix,F,J,GREATBRITAIN,HT,2.0,6.84,16.34,Great Britain,1,50.425,Great Britain1,21EMFJMix,-0.0700000000000002,-0.0500000000000007,0.0,0.0,-0.2000000000000001,-0.25,0.0,0.0,-0.2000000000000001,0.0,0.0,0.0,0.0,22.6,21.14
1645,7.6,6.1,4.0,17.7,7.9,6.5,2.0,16.4,6.7,7.45,1.8,15.95,50.05,2,,EM,2021,Mix,F,J,SWEDEN,HT,2.0,6.91,15.41,Sweden,1,48.05,Sweden1,21EMFJMix,0.0,-1.0500000000000007,0.0,-0.9299999999999996,0.0,-1.25,0.0,-0.8000000000000007,-0.0999999999999996,-0.5499999999999998,-0.1999999999999999,-0.6500000000000021,-2.375,20.05,21.509999999999998
1646,6.15,7.15,4.0,17.3,6.55,7.7,2.0,16.25,6.8,7.15,1.95,15.9,49.45,3,,EM,2021,Mix,F,J,ICELAND,HT,2.0,5.59,15.29,Iceland,1,47.45,Iceland1,21EMFJMix,-1.3200000000000005,0.0,0.0,-1.0500000000000007,-1.3500000000000003,-0.0499999999999998,0.0,-0.9499999999999992,0.0,-0.8499999999999996,-0.05,-0.7000000000000011,-2.9749999999999943,22.0,18.94
1647,5.875,5.8,4.0,15.675,6.1,7.75,2.0,15.85,6.2,7.85,2.0,16.05,47.575,4,,EM,2021,Mix,F,J,AUSTRIA,HT,2.0,5.34,15.09,Austria,1,45.575,Austria1,21EMFJMix,-1.5700000000000005,-1.3500000000000003,0.0,-1.25,-1.8000000000000007,0.0,0.0,-1.3499999999999996,-0.5999999999999996,-0.1500000000000003,0.0,-0.5500000000000007,-4.849999999999994,21.4,17.64
1649,5.8,5.95,4.0,15.75,6.4,6.25,2.0,14.65,5.0,7.75,1.9,14.65,45.05,6,,EM,2021,Mix,F,J,PORTUGAL,HT,2.0,5.27,13.52,Portugal,1,43.05,Portugal1,21EMFJMix,-1.6400000000000006,-1.2000000000000002,0.0,-2.8200000000000003,-1.5,-1.5,0.0,-2.549999999999999,-1.7999999999999998,-0.25,-0.1,-1.950000000000001,-7.375,19.95,16.67
1650,8.325,7.5,4.0,19.825,10.6,6.4,2.0,19.0,10.2,7.85,2.0,20.05,58.875,1,,EM,2021,Men,Q,S,SWEDEN,HT,2.0,7.57,15.97,Sweden,1,56.875,Sweden1,21EMQSMen,0.0,0.0,0.0,0.0,0.0,-0.7999999999999998,0.0,0.0,0.0,-0.0500000000000007,0.0,0.0,0.0,21.75,28.369999999999997
1652,7.65,7.15,4.0,18.8,8.8,7.0,2.0,17.8,8.4,7.75,2.0,18.15,54.75,3,,EM,2021,Men,Q,S,PORTUGAL,HT,2.0,6.95,15.95,Portugal,1,52.75,Portugal1,21EMQSMen,-0.6200000000000001,-0.3499999999999996,0.0,-0.0200000000000013,-1.799999999999999,-0.2000000000000001,0.0,-1.1999999999999993,-1.799999999999999,-0.1500000000000003,0.0,-1.900000000000002,-4.125,21.9,24.150000000000002
1656,9.8,6.9,4.0,20.7,8.0,7.55,2.0,17.55,7.6,7.25,2.0,16.85,55.1,1,,EM,2021,Wom,Q,S,SWEDEN,HT,2.0,8.91,18.46,Sweden,1,53.1,Sweden1,21EMQSWom,0.0,-0.3999999999999994,0.0,0.0,0.0,-0.0499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,24.509999999999998
1658,7.2,6.2,4.0,17.4,6.8,7.6,2.0,16.4,6.3,7.0,2.0,15.3,49.1,3,,EM,2021,Wom,Q,S,GREATBRITAIN,HT,2.0,6.55,16.15,Great Britain,1,47.09999999999999,Great Britain1,21EMQSWom,-2.3600000000000003,-1.0999999999999996,0.0,-2.3100000000000023,-1.2000000000000002,0.0,0.0,-1.150000000000002,-1.2999999999999998,-0.25,0.0,-1.5500000000000007,-6.000000000000014,20.799999999999997,19.65
1661,6.85,5.4,4.0,16.25,5.5,7.45,2.0,14.95,5.3,6.15,1.9,13.35,44.55,6,,EM,2021,Wom,Q,S,AUSTRIA,HT,2.0,6.23,15.68,Austria,1,42.55,Austria1,21EMQSWom,-2.68,-1.8999999999999997,0.0,-2.780000000000001,-2.5,-0.1499999999999994,0.0,-2.6000000000000014,-2.3,-1.0999999999999996,-0.1,-3.5000000000000018,-10.550000000000004,19.0,17.03
1664,7.9,7.15,4.0,19.05,8.1,6.9,2.0,17.0,8.3,8.2,2.0,18.5,54.55,1,,EM,2021,Mix,Q,S,SWEDEN,HT,2.0,7.18,16.08,Sweden,1,52.55,Sweden1,21EMQSMix,0.0,0.0,0.0,0.0,-0.75,-0.5499999999999998,0.0,-1.3000000000000007,0.0,0.0,0.0,0.0,0.0,22.25,23.58
1665,6.675,6.8,4.0,17.475,8.85,7.45,2.0,18.3,7.1,6.8,1.9,15.8,51.575,2,,EM,2021,Mix,Q,S,GREATBRITAIN,HT,2.0,6.07,15.52,Great Britain,1,49.575,Great Britain1,21EMQSMix,-1.1099999999999994,-0.3500000000000005,0.0,-0.5599999999999987,0.0,0.0,0.0,0.0,-1.200000000000001,-1.3999999999999997,-0.1,-2.6999999999999997,-2.9749999999999943,21.05,22.02
1667,4.9,6.1,4.0,15.0,7.5,6.4,2.0,15.9,6.2,7.25,1.7,15.15,46.05,4,,EM,2021,Mix,Q,S,ITALY,HT,2.0,4.45,12.85,ITALY,1,44.05,ITALY1,21EMQSMix,-2.7299999999999995,-1.0500000000000007,0.0,-3.229999999999998,-1.3499999999999996,-1.0499999999999998,0.0,-2.4000000000000004,-2.1000000000000005,-0.9499999999999992,-0.3,-3.35,-8.5,19.75,18.15
1669,9.25,7.9,4.0,21.15,10.6,7.35,2.0,19.95,10.6,7.65,2.0,20.25,61.35,1,,EM,2021,Men,F,S,SWEDEN,HT,2.0,8.41,17.76,Sweden,1,59.34999999999999,Sweden1,21EMFSMen,0.0,0.0,0.0,0.0,0.0,-0.3500000000000005,0.0,0.0,0.0,-0.3499999999999996,0.0,0.0,0.0,22.9,29.61
1676,10.05,7.85,4.0,21.9,8.2,8.55,2.0,18.75,7.1,7.7,1.8,16.6,57.25,2,,EM,2021,Wom,F,S,SWEDEN,HT,2.0,9.14,19.69,Sweden,1,55.25,Sweden1,21EMFSWom,-0.2199999999999988,-0.1500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,-0.3000000000000007,-0.6499999999999995,-0.1999999999999999,-1.1499999999999986,0.0,24.1,24.44
1677,9.0,7.25,4.0,20.25,7.3,7.9,2.0,17.2,6.6,7.7,2.0,16.3,53.75,3,,EM,2021,Wom,F,S,FINLAND,HT,2.0,8.18,18.08,Finland,1,51.75,Finland1,21EMFSWom,-1.1799999999999995,-0.75,0.0,-1.610000000000003,-0.8999999999999995,-0.6500000000000004,0.0,-1.5500000000000007,-0.8000000000000007,-0.6499999999999995,0.0,-1.4499999999999993,-3.5,22.85,22.08
1678,8.7,7.15,4.0,19.85,6.8,8.05,2.0,16.85,6.0,8.0,2.0,16.0,52.7,4,,EM,2021,Wom,F,S,GREATBRITAIN,HT,2.0,7.91,17.96,Great Britain,1,50.7,Great Britain1,21EMFSWom,-1.4499999999999993,-0.8499999999999996,0.0,-1.7300000000000004,-1.3999999999999997,-0.5,0.0,-1.8999999999999984,-1.4000000000000004,-0.3499999999999996,0.0,-1.75,-4.549999999999997,23.200000000000003,20.71
1680,7.025,6.2,4.0,17.225,5.5,7.95,2.0,15.45,5.5,7.65,2.0,15.15,47.825,6,,EM,2021,Wom,F,S,AUSTRIA,HT,2.0,6.39,16.34,Austria,1,45.825,Austria1,21EMFSWom,-2.97,-1.7999999999999998,0.0,-3.3500000000000014,-2.6999999999999997,-0.6000000000000005,0.0,-3.3000000000000007,-1.9000000000000004,-0.6999999999999993,0.0,-2.6,-9.424999999999995,21.8,17.39
1681,8.375,7.55,4.0,19.925,8.4,8.05,2.0,18.45,8.3,8.3,2.0,18.6,56.975,1,,EM,2021,Mix,F,S,SWEDEN,HT,2.0,7.61,17.66,Sweden,1,54.975,Sweden1,21EMFSMix,0.0,0.0,0.0,0.0,-0.3499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.900000000000002,24.310000000000002
1682,7.925,7.5,4.0,19.425,8.75,7.5,2.0,18.25,7.1,7.65,1.9,16.65,54.325,2,,EM,2021,Mix,F,S,GREATBRITAIN,HT,2.0,7.2,16.7,Great Britain,1,52.325,Great Britain1,21EMFSMix,-0.4100000000000001,-0.0499999999999998,0.0,-0.9600000000000009,0.0,-0.5500000000000007,0.0,-0.1999999999999993,-1.200000000000001,-0.6500000000000004,-0.1,-1.9500000000000028,-2.6499999999999986,22.65,23.05
1683,5.775,6.7,4.0,16.475,7.4,6.95,2.0,16.35,6.5,8.1,1.8,16.4,49.225,3,,EM,2021,Mix,F,S,ITALY,HT,2.0,5.25,14.2,ITALY,1,47.225,ITALY1,21EMFSMix,-2.3600000000000003,-0.8499999999999996,0.0,-3.460000000000001,-1.3499999999999996,-1.1000000000000003,0.0,-2.099999999999998,-1.8000000000000007,-0.200000000000001,-0.1999999999999999,-2.200000000000003,-7.75,21.75,19.15
1684,6.55,6.65,4.0,17.2,6.9,5.55,2.0,14.45,5.6,7.4,2.0,15.0,46.65,4,,EM,2021,Mix,F,S,PORTUGAL,HT,2.0,5.95,13.5,Portugal,1,44.65,Portugal1,21EMFSMix,-1.66,-0.8999999999999995,0.0,-4.16,-1.85,-2.500000000000001,0.0,-4.0,-2.700000000000001,-0.9000000000000004,0.0,-3.6000000000000014,-10.325000000000005,19.6,18.450000000000003
1660,7.4,7.05,3.75,18.2,6.3,6.4,2.0,14.7,5.5,6.6,2.0,14.1,47.0,5,,EM,2021,Wom,Q,S,FRANCE,HT,1.875,6.73,15.0,France,1,45.125,France1,21EMQSWom,-2.18,-0.25,-0.125,-3.460000000000001,-1.7000000000000002,-1.1999999999999993,0.0,-2.8500000000000014,-2.1,-0.6500000000000004,0.0,-2.7500000000000018,-7.975000000000001,20.049999999999997,18.53
1666,5.45,6.3,3.5,15.25,6.3,7.25,2.0,15.55,6.45,7.1,2.0,15.55,46.35,3,,EM,2021,Mix,Q,S,FINLAND,HT,1.75,4.95,13.95,Finland,1,44.6,Finland1,21EMQSMix,-2.2299999999999995,-0.8500000000000005,-0.25,-2.129999999999999,-2.55,-0.2000000000000001,0.0,-2.75,-1.8500000000000003,-1.0999999999999996,0.0,-2.9499999999999997,-7.949999999999996,20.65,17.7
1685,5.4,6.05,3.5,14.95,6.6,6.9,2.0,15.5,6.5,6.95,2.0,15.45,45.9,5,,EM,2021,Mix,F,S,FINLAND,HT,1.75,4.91,13.56,Finland,1,44.15,Finland1,21EMFSMix,-2.7,-1.5,-0.25,-4.1,-2.1500000000000004,-1.1500000000000004,0.0,-2.9499999999999997,-1.8000000000000007,-1.3500000000000003,0.0,-3.150000000000002,-10.825000000000005,19.9,18.009999999999998
1643,5.8,5.1,3.0,13.9,4.6,7.1,2.0,13.7,3.6,5.45,1.7,10.75,38.35,6,,EM,2021,Wom,F,J,LUXEMBOURG,HT,1.5,5.27,13.87,LUXEMBOURG,1,36.84999999999999,LUXEMBOURG1,21EMFJWom,-3.960000000000001,-2.3000000000000007,-0.5,-5.610000000000001,-2.3000000000000007,-1.1500000000000004,0.0,-3.25,-2.7,-2.999999999999999,-0.3,-5.899999999999999,-15.45000000000001,17.65,13.469999999999999
1625,5.65,5.0,2.75,13.4,4.7,6.95,2.0,13.65,4.0,4.575,2.0,10.575,37.625,6,,EM,2021,Wom,Q,J,LUXEMBOURG,HT,1.375,5.14,13.46,LUXEMBOURG,1,36.25,LUXEMBOURG1,21EMQJWom,-3.61,-2.6500000000000004,-0.625,-4.949999999999999,-2.2,-1.0499999999999998,0.0,-3.1500000000000004,-2.2,-3.175,0.0,-5.375,-15.400000000000013,16.525,13.84
271,,,,,6.7,7.5,2.0,16.2,6.3,7.85,2.0,16.15,32.35,9,,SC,2021,Wom,F,S,GK Motus-Salto lag 1,HT,,,,GK Motus Salto ,1,,GK Motus Salto 1,21SCFSWom,,,,,-1.2999999999999998,-0.9000000000000004,0.0,-1.6000000000000014,-1.2999999999999998,-0.3499999999999996,0.0,-1.650000000000002,,,
73,11.0,7.25,3.95,21.7,10.1,6.75,2.0,19.35,9.2,7.85,1.9,18.95,60.0,4,,NM,2017,Men,F,S,KFUM:sGA(SWE),HT,1.975,9.17,18.4,KFUM,1,56.69500000000001,KFUM1,17NMFSMen,0.0,-0.25,-0.0249999999999999,0.0,-2.200000000000001,-0.8499999999999996,0.0,-2.25,-1.1000000000000014,-0.3499999999999996,-0.1,-1.400000000000002,-1.5349999999999897,21.85,28.47
81,9.466,7.1,3.95,19.816,8.4,6.4,2.0,17.5,8.3,6.8,1.95,17.05,54.366,5,,NM,2017,Mix,F,S,DrammenTF(NOR),HT,1.975,7.89,16.96,Drammen,1,51.515,Drammen1,17NMFSMix,-1.1700000000000008,-0.6000000000000005,-0.0249999999999999,-1.0700000000000005,-0.5999999999999996,-1.3999999999999997,0.0,-0.6000000000000014,-1.1999999999999993,-1.1000000000000003,-0.05,-1.8999999999999984,-1.7149999999999963,20.299999999999997,24.590000000000003
86,10.866,6.6,3.95,23.066,8.75,8.25,2.0,17.35,8.2,7.6,2.0,17.8,58.216,1,,NM,2017,Wom,F,S,Stjarnan(ISL),HT,1.975,9.06,17.64,Stjarnan,1,52.785,Stjarnan1,17NMFSWom,0.0,-1.0500000000000007,-0.0249999999999999,-0.759999999999998,0.0,0.0,0.0,0.0,0.0,-0.5999999999999996,0.0,-0.5,-0.3700000000000045,22.45,26.009999999999998
105,9.533,7.6,3.95,20.983,7.0,7.5,2.0,16.6,6.5,8.05,2.0,16.55,54.133,4,,EM,2016,Men,F,S,Finland,HT,1.975,7.94,17.52,Finland,1,50.66500000000001,Finland1,16EMFSMen,0.0,-0.5500000000000007,-0.0249999999999999,-1.41,-4.300000000000001,-0.9499999999999992,0.0,-4.849999999999998,-5.0,0.0,0.0,-4.149999999999999,-10.414999999999983,23.15,21.44
106,8.4,6.85,3.95,19.95,7.3,7.6,2.0,16.15,6.95,7.3,2.0,16.25,52.35,5,,EM,2016,Men,F,S,Norway,HT,1.975,7.0,15.82,Norway,1,48.22499999999999,Norway1,16EMFSMen,-0.9400000000000004,-1.3000000000000007,-0.0249999999999999,-3.1099999999999994,-4.000000000000001,-0.8499999999999996,0.0,-5.300000000000001,-4.55,-0.7500000000000009,0.0,-4.449999999999999,-12.855000000000013,21.75,21.25
114,8.133,6.25,3.95,18.633,7.2,6.55,2.0,15.45,7.75,6.55,2.0,16.3,50.383,7,,NM,2015,Mix,F,S,Stjarnan,HT,1.975,6.78,15.0,Stjarnan,1,46.755,Stjarnan1,15NMFSMix,-1.7199999999999998,-1.5999999999999996,-0.0249999999999999,-2.5799999999999983,-1.1000000000000003,-1.4500000000000002,0.0,-1.8500000000000012,-1.0500000000000007,-1.7000000000000002,0.0,-2.099999999999998,-6.474999999999994,19.35,21.73
196,9.0,6.8,3.95,19.75,7.5,6.25,2.0,15.75,7.6,6.8,2.0,16.4,51.9,1,,SM,2015,Mix,F,S,VästeråsGF/GefleGF,VT,1.975,7.5,16.27,Västerås GF ,1,48.425,Västerås GF 1,15SMFSMix,0.0,-0.1000000000000005,-0.0249999999999999,0.0,0.0,-0.4000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,22.6
217,8.8,8.0,3.95,20.75,7.2,7.9,2.0,17.1,7.7,8.45,2.0,18.15,56.0,2,,SM,2014,Wom,F,S,GTVikingarna,VT,1.975,7.33,17.3,GT Vikingarna,1,52.555,GT Vikingarna1,14SMFSWom,-0.8399999999999999,-0.4000000000000003,-0.0249999999999999,-1.2699999999999996,-0.3999999999999994,-0.4499999999999993,0.0,-0.8499999999999979,-0.2999999999999998,-0.25,0.0,-0.5500000000000007,-2.664999999999999,24.35,22.23
224,9.2,7.9,3.95,21.05,7.1,7.9,2.0,17.0,7.7,7.75,2.0,17.45,55.5,2,,SM,2014,Wom,Q,S,GTVikingarna,VT,1.975,7.67,17.55,GT Vikingarna,1,51.995,GT Vikingarna1,14SMQSWom,-0.5,-0.25,-0.0249999999999999,-0.7699999999999996,-0.5,-0.0999999999999996,0.0,-0.6000000000000014,-0.2999999999999998,-0.6500000000000004,0.0,-0.8500000000000014,-2.075000000000003,23.55,22.47
246,10.0,7.65,3.95,21.6,7.3,7.45,2.0,16.75,8.1,7.7,2.0,17.8,56.15,2,,SM,2016,Wom,Q,S,TeamgymHelsingborg(HBGTurn),VT,1.975,8.33,17.95,Helsingborgs TURN ,1,52.505,Helsingborgs TURN 1,16SMQSWom,-0.6699999999999999,-0.4000000000000003,-0.0249999999999999,-1.0,-0.2999999999999998,-0.3999999999999994,0.0,-0.6499999999999986,-0.0999999999999996,-0.6499999999999995,0.0,-0.6999999999999993,-2.3449999999999847,22.8,23.73
680,9.066,8.05,3.95,21.066,8.2,7.95,2.0,18.15,7.9,8.35,2.0,18.25,57.466,1,,EM,2014,Mix,F,S,Denmark ,HT,1.975,7.56,17.58,Denmark,1,53.985,Denmark1,14EMFSMix,0.0,-0.6499999999999986,-0.0249999999999999,-0.1600000000000001,-0.5,0.0,0.0,-0.0500000000000007,-1.1999999999999993,0.0,0.0,-0.75,-0.0249999999999985,24.349999999999998,23.66
682,8.933,8.2,3.95,21.083,8.1,7.85,2.0,17.95,8.1,8.05,2.0,18.15,57.183,3,,EM,2014,Mix,F,S,Sweden ,HT,1.975,7.44,17.61,Sweden,1,53.715,Sweden1,14EMFSMix,-0.1199999999999992,-0.5,-0.0249999999999999,-0.129999999999999,-0.5999999999999996,-0.1000000000000005,0.0,-0.25,-1.0,-0.2999999999999989,0.0,-0.8500000000000014,-0.2949999999999946,24.1,23.64
684,7.6,6.85,3.95,18.4,7.6,7.05,2.0,16.65,7.1,7.6,2.0,16.7,51.75,5,,EM,2014,Mix,F,S,Iceland ,HT,1.975,6.33,15.16,Iceland,1,48.505,Iceland1,14EMFSMix,-1.2299999999999995,-1.85,-0.0249999999999999,-2.5799999999999983,-1.0999999999999996,-0.9000000000000004,0.0,-1.5500000000000007,-2.0,-0.75,0.0,-2.3000000000000007,-5.504999999999996,21.5,21.03
710,9.133,8.05,3.95,21.133,10.65,7.05,2.0,19.7,10.8,8.05,2.0,20.85,61.683,2,,EM,2014,Men,Q,S,Sweden ,HT,1.975,7.61,17.64,Sweden,1,58.185,Sweden1,14EMQSMen,-0.9500000000000002,-0.3499999999999996,-0.0249999999999999,-1.3200000000000005,-1.1500000000000004,-0.7999999999999998,0.0,-1.8000000000000007,-0.1499999999999985,-0.3499999999999996,0.0,-0.5,-3.625,23.150000000000002,29.060000000000002
715,8.733,6.9,3.95,19.583,8.2,8.35,2.0,18.55,8.2,8.4,2.0,18.6,56.733,1,,EM,2014,Wom,Q,S,Sweden ,HT,1.975,7.28,16.16,Sweden,1,53.305,Sweden1,14EMQSWom,-1.0499999999999998,-1.3499999999999996,0.0,-2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.65,23.68
743,10.0,7.85,3.95,21.8,8.5,7.7,2.0,18.2,8.3,8.05,2.0,18.35,58.35,2,,EM,2016,Mix,F,S,Denmark ,HT,1.975,8.33,18.16,Denmark,1,54.70500000000001,Denmark1,16EMFSMix,-0.3900000000000005,-0.450000000000001,-0.0249999999999999,-0.8599999999999994,-0.3000000000000007,-0.5499999999999998,0.0,-0.6500000000000021,-0.3999999999999986,-0.0499999999999989,0.0,-0.1499999999999985,-1.3649999999999878,23.6,25.130000000000003
745,8.333,6.7,3.95,18.983,8.8,8.05,2.0,18.85,7.7,7.45,1.8,16.95,54.783,4,,EM,2016,Mix,F,S,Great Britain ,HT,1.975,6.94,15.62,Great Britain ,1,51.41500000000001,Great Britain 1,16EMFSMix,-1.7800000000000002,-1.6000000000000003,-0.0249999999999999,-3.4000000000000004,0.0,-0.1999999999999993,0.0,0.0,-0.9999999999999992,-0.6499999999999995,-0.1999999999999999,-1.5500000000000007,-4.654999999999987,22.200000000000003,23.44
755,9.2,7.5,3.95,20.65,7.2,7.55,2.0,16.75,6.3,7.75,2.0,16.05,53.45,2,,EM,2016,Wom,F,J,Denmark ,HT,1.975,7.67,17.14,Denmark,1,49.94499999999999,Denmark1,16EMFJWom,-0.4399999999999995,-0.5500000000000007,-0.0249999999999999,-1.0199999999999996,-0.2000000000000001,0.0,0.0,0.0,-1.2000000000000002,-0.1500000000000003,0.0,-0.8999999999999986,-1.7150000000000034,22.8,21.169999999999998
774,9.266,7.7,3.95,20.916,7.6,7.85,2.0,17.45,8.2,7.4,2.0,17.6,55.966,2,,EM,2016,Wom,Q,S,Denmark ,HT,1.975,7.72,17.4,Denmark,1,52.445,Denmark1,16EMQSWom,-0.6700000000000008,-0.1499999999999994,-0.0249999999999999,-0.8399999999999999,-1.3000000000000007,0.0,0.0,0.0,0.0,-0.6999999999999993,0.0,0.0,0.0,22.950000000000003,23.519999999999996
775,9.2,7.65,3.95,20.8,7.9,7.5,2.0,17.4,8.2,6.8,2.0,17.0,55.2,3,,EM,2016,Wom,Q,S,Sweden ,HT,1.975,7.67,17.3,Sweden,1,51.695,Sweden1,16EMQSWom,-0.7200000000000006,-0.1999999999999993,-0.0249999999999999,-0.9399999999999976,-1.0,-0.3499999999999996,0.0,-0.0500000000000007,0.0,-1.2999999999999998,0.0,-0.6000000000000014,-0.75,21.95,23.77
834,7.133,6.85,3.95,17.933,7.0,7.8,2.0,16.8,6.6,7.4,1.9,15.9,50.633,1,,JNM,2018,Mix,F,J,Holmen ,VT,1.975,6.48,15.3,Holmen,1,48.005,Holmen1,18JNMFJMix,-0.1899999999999995,-0.1500000000000003,-0.0249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.1499999999999994,-0.1,0.0,0.0,22.05,20.08
